Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,9 - Course - Topic : Authenticity Transform,"What makes you inclined to conceal your genuine thoughts, emotions, or convictions?",authenticity-transform/,1.00,0.00,0.25,0.00,0.25,0.25,0.00,0.50,0.50,0.00,"Primary: Get Real; Tertiary: Be Intentional, Drive Growth","Secondary: Communication, Leadership; Tertiary: Alignment"
scott-gusso,9 - Course - Topic : Authenticity Transform,What can you do in these situations to be more true to yourself and your purpose?,authenticity-transform/,1.00,0.00,1.00,0.00,0.25,1.00,0.25,0.50,0.50,0.50,"Primary: Get Real, Be Intentional; Tertiary: Drive Growth","Primary: Alignment; Secondary: Communication, Leadership, Execution; Tertiary: Accountability"
scott-gusso,9 - Course - Topic : Authenticity Transform,Rate your current ability to be authentic 1-5 (5 highest).,5,1.00,0.00,0.25,0.00,0.25,0.25,0.00,0.50,0.50,0.00,"Primary: Get Real; Tertiary: Be Intentional, Drive Growth","Secondary: Communication, Leadership; Tertiary: Alignment"
scott-gusso,9 - Course - Topic : Authenticity Transform,"Commit to completing three small, authentic actions in the coming week. These actions should reflect your true self and can be an action that you complete as an individual, peers, family members, etc. (Optional)",authenticity-transform/,1.00,0.00,0.50,0.00,0.25,0.25,0.25,0.50,0.50,1.00,Primary: Get Real; Secondary: Be Intentional; Tertiary: Drive Growth,"Primary: Execution; Secondary: Communication, Leadership; Tertiary: Alignment, Accountability"
scott-gusso,9 - Course - Topic : Resilience & Thriving,How well do I leverage stress as an opportunity to grow and develop?,-,0.25,1.00,0.00,1.00,0.50,0.50,0.50,0.50,0.25,0.25,"Primary: Fill Buckets, Foster Grit; Secondary: Drive Growth; Tertiary: Get Real","Secondary: Alignment, Accountability, Communication; Tertiary: Leadership, Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving,Identify an example or situation where I was resilient.,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.50,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Leadership; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving,Identify an example or situation where I was not as resilient.,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.50,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Leadership; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving,What can be improved?,-,0.00,0.25,0.00,1.00,0.50,0.50,0.50,0.00,0.25,0.25,Primary: Foster Grit; Secondary: Drive Growth; Tertiary: Fill Buckets,"Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving,Rate your current ability to be resilient. 1-5 (5 highest).,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving,Prepare a strategy/plan with a few steps to take the next time you are faced with a situation where you need to leverage adaptability and adjust your approach.,-,0.00,0.25,0.50,1.00,0.50,0.50,0.50,0.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional, Drive Growth; Tertiary: Fill Buckets","Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,9 - Course - Topic : Conflict Resolution,What was your original plan?,-,0.00,0.25,0.50,1.00,0.25,0.50,0.50,1.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,9 - Course - Topic : Conflict Resolution,What did not work?,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Conflict Resolution,How did you resolve it?,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Conflict Resolution,What could be done differently in the future?,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Conflict Resolution,Rate your current ability to effectively resolve conflict. 1-5 (5 highest),-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Conflict Resolution,Prepare a strategy/plan with a few steps to take the next time you are faced with a situation where you need to leverage adaptability and adjust your approach.,-,0.00,0.25,0.50,1.00,0.50,0.50,0.50,1.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional, Drive Growth; Tertiary: Fill Buckets","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,"9 - Tools: Sustain - Mission, Vision and Values Worksheet",,Testing 4/21,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.50,0.50,Secondary: Get Real,"Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Communication"
scott-gusso,"9 - Tools: Sustain - Mission, Vision and Values Worksheet",,Testing 4/21,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.50,0.50,Secondary: Get Real,"Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Communication"
scott-gusso,"9 - Tools: Sustain - Mission, Vision and Values Worksheet",,Testing 4/21,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.50,0.50,Secondary: Get Real,"Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Communication"
scott-gusso,9 - Tools - Transform : SOP Template,Department:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,1.00,Tertiary: Get Real,"Primary: Execution; Tertiary: Communication, Leadership"
scott-gusso,9 - Tools - Transform : SOP Template,Purpose:,Testing 4/21,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment, Execution; Secondary: Leadership; Tertiary: Accountability"
scott-gusso,9 - Tools - Transform : SOP Template,Impacted Roles:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.50,1.00,Tertiary: Get Real,Primary: Execution; Secondary: Leadership; Tertiary: Communication
scott-gusso,9 - Tools - Transform : SOP Template,Frequency:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,1.00,Tertiary: Get Real,"Primary: Execution; Tertiary: Communication, Leadership"
scott-gusso,9 - Tools - Transform : SOP Template,Requirements:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,1.00,Tertiary: Get Real,"Primary: Execution; Tertiary: Communication, Leadership"
scott-gusso,9 - Tools - Transform : SOP Template,Step By Step,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,1.00,Tertiary: Get Real,"Primary: Execution; Tertiary: Communication, Leadership"
scott-gusso,9 - Tools - Transform : SOP Template,Additional Information,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,1.00,Tertiary: Get Real,"Primary: Execution; Tertiary: Communication, Leadership"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),How well do I leverage stress as an opportunity to grow and develop?,Testing 7/23,0.25,1.00,0.00,1.00,0.50,0.50,0.50,0.50,0.25,0.25,"Primary: Fill Buckets, Foster Grit; Secondary: Drive Growth; Tertiary: Get Real","Secondary: Alignment, Accountability, Communication; Tertiary: Leadership, Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),Identify an example or situation where I was resilient.,Testing 7/23,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.50,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Leadership; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),Identify an example or situation where my team was resilient and/or not as resilient.,Testing 7/23,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.50,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Leadership; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),What can be improved?,Testing 7/23,0.00,0.25,0.00,1.00,0.50,0.50,0.50,0.00,0.25,0.25,Primary: Foster Grit; Secondary: Drive Growth; Tertiary: Fill Buckets,"Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),Rate your current ability to be resilient. 1-5 (5 highest).,4,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),Rate your current ability to cultivate resilience within your team. 1-5 (5 highest).,4,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.50,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability, Leadership; Tertiary: Execution"
scott-gusso,9 - Course - Topic : Resilience & Thriving (1),Facilitate a team-based SWOT analysis of resilience. Leverage this as a tool for continuous improvement.,Testing 7/23,0.00,0.25,0.00,1.00,0.50,0.50,0.50,0.00,0.50,0.50,Primary: Foster Grit; Secondary: Drive Growth; Tertiary: Fill Buckets,"Secondary: Alignment, Accountability, Leadership, Execution"
scott-gusso,9 - Revitalize - Managing My Digital Media,Core values,-,0.50,1.00,0.00,0.25,0.00,1.00,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Primary: Alignment; Secondary: Accountability, Communication; Tertiary: Leadership"
scott-gusso,9 - Revitalize - Meaningful Relationships,Core values,-,0.50,1.00,0.00,0.25,0.00,1.00,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Primary: Alignment; Secondary: Accountability, Communication; Tertiary: Leadership"
scott-gusso,10 - Course - Topic : Vision for Success,How would you define success in fulfilling that purpose?,Testing 7/23,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success,What does success look like in your personal life? How can it be measurable or quantifiable?,Testing 7/23,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success,What does success look like in your professional life? How can it be measurable or quantifiable?,Testing 7/23,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success,When do you feel the most motivated to accomplish your goals/achieve success?,Testing 7/23,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success,Rate your current ability to define and measure success. 1-5 (5 highest).,4,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success,"Facilitate a team discussion where individuals share their goals and definitions of success, then collectively foster connections with team-based measures of success. (Optional)",Testing 7/23,0.25,0.50,1.00,0.00,0.25,1.00,0.25,0.25,0.50,0.50,"Primary: Be Intentional; Secondary: Fill Buckets; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,10 - Course - Topic : Vision for Success Transform,How would you define success in fulfilling that purpose?,vision-for-success-transform/,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success Transform,What does success look like in your personal life? How can it be measurable or quantifiable?,vision-for-success-transform/,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success Transform,What does success look like in your professional life? How can it be measurable or quantifiable?,vision-for-success-transform/,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success Transform,When do you feel the most motivated to accomplish your goals/achieve success?,vision-for-success-transform/,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success Transform,Rate your current ability to define and measure success. 1-5 (5 highest).,5,0.25,0.00,1.00,0.00,0.25,1.00,0.25,0.00,0.50,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Vision for Success Transform,"Identify a few mentors or individuals who you perceive as successful. Kindly ask to schedule a 1:1 and ask them to share their goals and definitions of success in life.  Discuss their vision and open conversation about establishing your own, authentic vision for success. (Optional)",vision-for-success-transform/,0.25,0.00,1.00,0.00,0.25,1.00,0.25,1.00,1.00,0.50,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Alignment, Communication, Leadership; Secondary: Execution; Tertiary: Accountability"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies Transform,"What are my go-to strategies when I feel stressed or overwhelmed? Are these strategies helping me feel restored, or do they leave me feeling more drained?",-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication; Tertiary: Alignment, Leadership"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies Transform,"Which habits might have positive, lasting effects on my health and productivity, and which might only provide temporary relief?",-,0.25,1.00,1.00,0.25,0.25,0.25,0.50,0.50,0.50,1.00,"Primary: Fill Buckets, Be Intentional; Tertiary: Get Real, Foster Grit, Drive Growth","Primary: Execution; Secondary: Accountability, Communication, Leadership; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies Transform,"Am I aware of when I need to step back and recharge? Do I recognize early signs of burnout, or do I tend to push through stress until exhaustion?",-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies Transform,Rate your current ability to practice healthy coping strategies. 1-5 (5 highest).,-,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies Transform,"Identify a healthy coping strategy that helps you manage stress effectively. How can you incorporate this strategy into your daily routine in a way that positively influences those around you? Are there opportunities to demonstrate or share stress management techniques with colleagues, friends, or others in your environment?""",-,0.25,1.00,0.25,0.25,1.00,0.50,0.50,0.50,1.00,0.50,"Primary: Fill Buckets, Drive Growth; Tertiary: Get Real, Be Intentional, Foster Grit","Primary: Leadership; Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Receiving constructive feedback,Frustrated,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Facing tight deadlines,Excited,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Leading a meeting or presentation,Grateful,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Collaborating with a challenging colleagueCollaborating with a challenging colleague,Anxious,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Alignment, Execution; Tertiary: Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Experiencing unclear expectations,Proud,0.50,0.00,0.00,0.00,0.00,0.25,0.50,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Accountability, Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Navigating workplace conflict,Bored,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Contributing to a successful team project,Confident,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Secondary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Adapting to last-minute changes,Resentful,0.50,0.00,0.00,0.00,0.50,0.25,0.00,0.25,0.25,0.50,"Secondary: Get Real, Drive Growth","Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Working with minimal recognition,Lonely,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Managing a heavy workload,Motivated,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Making a mistake or missing a target,Empowered,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Completing a task ahead of schedule,Joyful,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Participating in development or training,Stressed,0.50,0.00,0.00,0.00,0.50,0.25,0.00,0.25,0.25,0.50,"Secondary: Get Real, Drive Growth","Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Taking on new responsibilities,Overwhelmed,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.25,0.50,Secondary: Get Real,"Primary: Accountability; Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Witnessing someone succeed or struggle,Energized,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Working in a noisy or chaotic environment,Valued,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Being excluded from decision-making,Disappointed,0.50,0.00,0.50,0.00,0.00,0.25,0.25,0.25,1.00,0.50,"Secondary: Get Real, Be Intentional","Primary: Leadership; Secondary: Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,Balancing work and personal life,Distracted,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,1. What patterns emerge in your connections?,Testing 4/21,0.50,0.50,0.00,0.00,0.00,0.50,0.25,0.25,0.25,0.50,"Secondary: Get Real, Fill Buckets","Secondary: Alignment, Execution; Tertiary: Accountability, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,2. Are there feelings that show up more often in your day-to-day experiences?,Testing 4/21,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,3. How can this awareness guide your actions or responses moving forward?,Testing 4/21,0.50,0.00,0.50,0.00,0.00,0.25,0.25,0.25,0.50,1.00,"Secondary: Get Real, Be Intentional","Primary: Execution; Secondary: Leadership; Tertiary: Alignment, Accountability, Communication"
scott-gusso,10 - Tools : Transform - Self-Reflective Awareness Checklist,4. Which triggers or feelings might you want to manage differently to enhance your well-being?,Testing 4/21,0.50,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.50,"Secondary: Get Real, Fill Buckets","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies (1),"What are my go-to strategies when I feel stressed or overwhelmed? Are these strategies helping me feel restored, or do they leave me feeling more drained?",Testing 7/23,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication; Tertiary: Alignment, Leadership"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies (1),"Which habits might have positive, lasting effects on my health and productivity, and which might only provide temporary relief?",Testing 7/23,0.25,1.00,1.00,0.25,0.25,0.25,0.50,0.50,0.50,1.00,"Primary: Fill Buckets, Be Intentional; Tertiary: Get Real, Foster Grit, Drive Growth","Primary: Execution; Secondary: Accountability, Communication, Leadership; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies (1),"Am I aware of when I need to step back and recharge? Do I recognize early signs of burnout, or do I tend to push through stress until exhaustion?",Testing 7/23,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies (1),Rate your current ability to practice healthy coping strategies. 1-5 (5 highest).,4,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies (1),Rate your current ability to empower others to practice healthy coping strategies. 1-5 (5 highest).,4,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,10 - Course - Topic : Stress & Healthy Coping Strategies (1),Identify a healthy coping strategy which you can intentionally model to encourage your team? Are there opportunities to demonstrate or share effective stress management techniques with those you lead?,Testing 7/23,0.25,1.00,0.50,0.25,1.00,0.50,0.50,0.50,1.00,0.50,"Primary: Fill Buckets, Drive Growth; Secondary: Be Intentional; Tertiary: Get Real, Foster Grit","Primary: Leadership; Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Receiving constructive feedback,Frustrated,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Facing tight deadlines,Excited,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Leading a meeting or presentation,Overwhelmed,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Collaborating with a challenging colleagueCollaborating with a challenging colleague,Grateful,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Alignment, Execution; Tertiary: Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Experiencing unclear expectations,Energized,0.50,0.00,0.00,0.00,0.00,0.25,0.50,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Accountability, Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Navigating workplace conflict,Anxious,0.50,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.25,0.50,Secondary: Get Real,"Primary: Communication; Secondary: Execution; Tertiary: Alignment, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Contributing to a successful team project,Empowered,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.50,Secondary: Get Real,"Secondary: Alignment, Leadership, Execution; Tertiary: Communication"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Adapting to last-minute changes,Stressed,0.50,0.00,0.00,0.00,0.50,0.25,0.00,0.25,0.25,0.50,"Secondary: Get Real, Drive Growth","Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Working with minimal recognition,Motivated,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Managing a heavy workload,Lonely,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
